|text|span|label|ordinal|norm_span
465|Он подхватил вирус, который полностью уничтожил мой жёсткий диск за несколько часов.|жёсткий диск|negative|0|жёсткий диск
466|Единственное, что мне не нравится в Apple — они обычно используют Safari, а я его не люблю, но после установки Mozilla Firefox я влюбился в каждую деталь.|Safari|negative|0|safari
467|Единственное, что мне не нравится в Apple — они обычно используют Safari, а я его не люблю, но после установки Mozilla Firefox я влюбился в каждую деталь.|Safari|negative|1|safari
468|Bluetooth вообще не было, а драйвер сканера отпечатков пальцев был, но ПО зависало на середине установки.|Bluetooth|negative|0|bluetooth
469|Bluetooth вообще не было, а драйвер сканера отпечатков пальцев был, но ПО зависало на середине установки.|драйвер сканера отпечатков|negative|0|драйвер сканер отпечаток
470|Bluetooth вообще не было, а драйвер сканера отпечатков пальцев был, но ПО зависало на середине установки.|ПО|negative|0|по
471|Я впечатлён временем работы от аккумулятора и производительностью при таком небольшом объёме памяти.|память|negative|0|память
472|они не улучшили ничего другого, например разрешение, внешний вид, систему охлаждения, видеокарту и т. д.|разрешение|negative|0|разрешение
473|они не улучшили ничего другого, например разрешение, внешний вид, систему охлаждения, видеокарту и т. д.|внешний вид|negative|0|внешний вид
474|они не улучшили ничего другого, например разрешение, внешний вид, систему охлаждения, видеокарту и т. д.|система охлаждения|negative|0|система охлаждения
475|они не улучшили ничего другого, например разрешение, внешний вид, систему охлаждения, видеокарту и т. д.|видеокарта|negative|0|видеокарта
476|Я получил его обратно, и встроенная веб-камера и микрофон замыкали каждый раз, когда я касался крышки (а это было моим средством общения с моей невестой, которая была в командировке), но я терпел и постоянно перезагружал компьютер, чтобы снова использовать камеру и микрофон, когда они отключались.|встроенная веб-камера|negative|0|встроенная веб камера
477|Я получил его обратно, и встроенная веб-камера и микрофон замыкали каждый раз, когда я касался крышки (а это было моим средством общения с моей невестой, которая была в командировке), но я терпел и постоянно перезагружал компьютер, чтобы снова использовать камеру и микрофон, когда они отключались.|встроенный микрофон|negative|0|встроенный микрофон
478|Я получил его обратно, и встроенная веб-камера и микрофон замыкали каждый раз, когда я касался крышки (а это было моим средством общения с моей невестой, которая была в командировке), но я терпел и постоянно перезагружал компьютер, чтобы снова использовать камеру и микрофон, когда они отключались.|камера|negative|1|камера
479|Я получил его обратно, и встроенная веб-камера и микрофон замыкали каждый раз, когда я касался крышки (а это было моим средством общения с моей невестой, которая была в командировке), но я терпел и постоянно перезагружал компьютер, чтобы снова использовать камеру и микрофон, когда они отключались.|микрофон|negative|1|микрофон
480|Плата имеет плохой разъём с блоком питания, и вскоре после истечения гарантии блок питания начнёт сбоить.|Плата|negative|0|плата
481|Плата имеет плохой разъём с блоком питания, и вскоре после истечения гарантии блок питания начнёт сбоить.|разъём|negative|0|разъём
482|Плата имеет плохой разъём с блоком питания, и вскоре после истечения гарантии блок питания начнёт сбоить.|блок питания|negative|0|блок питание
483|Плата имеет плохой разъём с блоком питания, и вскоре после истечения гарантии блок питания начнёт сбоить.|гарантия|negative|0|гарантия
484|Плата имеет плохой разъём с блоком питания, и вскоре после истечения гарантии блок питания начнёт сбоить.|блок питания|negative|1|блок питание
485|Ах да, и если ваша модная веб-камера сломается, угадайте, кому вам придётся её отправить на ремонт?|веб-камера|negative|0|веб камера
486|Чуть больше года владения MacBook Pro, и монитор полностью вышел из строя.|монитор|negative|0|монитор
487|Размер: Да, 13 дюймов маловато (особенно для замены десктопа), но с внешним монитором какая разница.|Размер|negative|0|размер
488|Дополнительное предостережение: базовая установка включает некоторое специфичное ПО Toshiba, которое может не понравиться пользователю.|базовая установка|negative|0|базовая установка
489|Дополнительное предостережение: базовая установка включает некоторое специфичное ПО Toshiba, которое может не понравиться пользователю.|ПО|negative|0|по
490|Когда я вернул его в Best Buy, оказалось, что сломался маленький пластиковый элемент внутри (проблема производства).|производство|negative|0|производство
491|Процессор AMD Turin, кажется, всегда работает намного лучше, чем Intel.|Intel|negative|0|intel
492|"Меню ""Пуск"" не самое удобное для навигации из-за стекирования."|"меню ""Пуск"""|negative|0|меню пуск
493|"Меню ""Пуск"" не самое удобное для навигации из-за стекирования."|навигация|negative|0|навигация
494|Единственное, что я хотел бы добавить — это внутренний Blu-ray привод с возможностью записи.|Blu-ray привод|negative|0|blu ray привод
495|Сервисный техник сказал, что пытался воспроизвести повреждение, но не смог, значит, это был их производственный дефект.|сервисный техник|negative|0|сервисный техника
496|Магазин, где я купил это устройство, отправил его обратно... в итоге я получил новую или отремонтированную машину примерно через 3 недели.|технический магазин|negative|0|технический магазин
497|Однако высокая цена.|цена|negative|0|цена
498|"У меня был статический шум на выходе, и мне пришлось снизить качество звука до ""FM"" вместо стандартного ""CD""."|качество звука|negative|0|качество звук
499|Я заказал машину по индивидуальному заказу в HP и вообще НЕ мог понять техника из-за его акцента.|техник|negative|0|техник
500|Я заряжаю его ночью и не беру с собой шнур, потому что у него отличное время работы от аккумулятора.|шнур|neutral|0|шнур
501|"Техник сказал, что сервисный центр не делает обмен 1 к 1, и мне нужно обратиться в ""отдел продаж"", то есть в магазин, где я купил нетбук."|Техник|neutral|0|техника
502|Одной ночью я выключил эту штуку после использования, а на следующий день включаю — нет графического интерфейса, экран тёмный, индикатор питания горит ровно, индикатор жёсткого диска не мигает, как обычно.|индикатор питания|neutral|0|индикатор питание
503|Я вернул его и взял Asus, но та же история — синий экран, требующий извлечения батареи для сброса.|батареи|neutral|0|батарея
504|Однако мультитач-жесты и большая область трекпада делают внешнюю мышь ненужной (если только вы не играете).|внешняя мышь|neutral|0|внешняя мышь
505|Однако мультитач-жесты и большая область трекпада делают внешнюю мышь ненужной (если только вы не играете).|игры|neutral|0|игры
506|Когда я наконец запустил всё с установленным ПО и подключил свой Droid для зарядки, система зависла.|ПО|neutral|0|по
507|Я также получил бонус в виде 30-дюймового HD-монитора, который действительно помогает расширить экран и снизить нагрузку на глаза!|экран|neutral|0|экран
508|"В отчаянии я позвонил в их службу поддержки, и мне сказали, что моя гарантия истекла (ноутбуку 2 дня), и за привилегию разговора с техником мне придётся заплатить (""имейте готовую кредитку"")."|службу поддержки|neutral|0|служба поддержка
509|Также, похоже, была проблема с жёстким диском, так как иногда Windows загружалась, но не могла найти драйверы или файлы.|драйверы|neutral|0|драйвер
510|Потратил 2 часа на телефон с техподдержкой HP.|техподдержка HP|neutral|0|техподдержка hp
511|Каждую ночь мой компьютер делает дефрагментацию и проверку на вирусы.|проверка на вирусы|neutral|0|проверка на вирусы
512|Он работает так же быстро с одной открытой программой, как и с шестнадцатью.|программа|neutral|0|программа
513|Тот факт, что вы можете потратить более $100 только на веб-камеру, подчёркивает ценность этого устройства.|веб-камера|neutral|0|веб камера
514|Я в основном использую его для email, интернета и управления личными файлами (фото, видео и т.д.).|интернет|neutral|0|интернет
515|Я в основном использую его для email, интернета и управления личными файлами (фото, видео и т.д.).|управление файлами|neutral|0|управление файлами
516|Мне также нравится, что мой MacBook Pro позволяет запускать Windows 7 через программу VMWare.|программа VMWare|neutral|0|программа vmware
517|Я хотел купить расширенную гарантию, но они отказали, потому что знали, что это проблемный товар.|расширенную гарантию|neutral|0|расширенная гарантия
518|Мы увеличили память до четырёх гигабайт, чтобы воспользоваться приростом производительности и скорости.|память|neutral|0|память
519|Аккумулятора хватает на 10 часов при веб-сёрфинге и работе с текстом, что идеально для учёбы или офиса, а в играх и при просмотре фильмов — чуть более 5 часов.|играх|neutral|0|игра
520|Аккумулятора хватает на 10 часов при веб-сёрфинге и работе с текстом, что идеально для учёбы или офиса, а в играх и при просмотре фильмов — чуть более 5 часов.|просмотре фильмов|neutral|0|просмотр фильм
521|Аккумулятора хватает на 10 часов при веб-сёрфинге и работе с текстом, что идеально для учёбы или офиса, а в играх и при просмотре фильмов — чуть более 5 часов.|веб-сёрфинге|neutral|0|веб сёрфинг
522|Аккумулятора хватает на 10 часов при веб-сёрфинге и работе с текстом, что идеально для учёбы или офиса, а в играх и при просмотре фильмов — чуть более 5 часов.|работе с текстом|neutral|0|работа с текст
523|"Я также купил от Office Max страховку ""Max Assurance"" с пунктом ""без лимона""."|"страховку """"Max Assurance"""""|neutral|0|страховка max assurance
524|В итоге я перенёс данные с резервного диска моего iMac, используя USB.|резервный диск iMac|neutral|0|резервный диск imac
525|В итоге я перенёс данные с резервного диска моего iMac, используя USB.|USB|neutral|0|usb
526|Температуры снаружи были нормальные, но я не отслеживал температуру процессора.|температуры|neutral|0|температура
527|Температуры снаружи были нормальные, но я не отслеживал температуру процессора.|температура процессора|neutral|0|температура процессора
528|Сегодня отнесу его в сервис.|сервис|neutral|0|сервис
529|Итак, я посетил сервисный центр LG на Александра-роуд, надеясь, что они подтянут петли.|сервисный центр LG|neutral|0|сервисный центр lg
530|Моя дочь использует его для игр, email, facebook, фото и музыки.|игры|neutral|0|игры
531|Примерно через неделю мне его вернули и сказали, что материнская плата вышла из строя, поэтому они установили материнскую плату.|материнская плата|neutral|1|материнская плата
532|Через 10 минут обычного использования произошёл сбой системы охлаждения, и компьютер не мог продолжить работу из-за этой ошибки.|использование|neutral|0|использование
533|Если вам действительно нужна мощная система и не нужно запускать Windows-приложения, выбирайте Apple.|Windows-приложения|neutral|0|windows приложение
534|Он весил около семи фунтов или около того.|вес|neutral|0|вес
535|Он весил около семи фунтов или около того.|семь фунтов|neutral|0|семь фунтов
536|Возможно, вам придётся заказать сумку отдельно.|сумка|neutral|0|сумка
537|Мне казалось, что белые Mac слишком быстро выглядят грязными в области тачпада и где лежат руки при печати.|тачпад|neutral|0|тачпад
538|Нет претензий к их десктопу, возможно потому что он просто стоит на столе, и вы не носите его с собой, что могло бы повредить жёсткий диск или материнскую плату.|жёсткий диск|neutral|0|жёсткий диск
539|Нет претензий к их десктопу, возможно потому что он просто стоит на столе, и вы не носите его с собой, что могло бы повредить жёсткий диск или материнскую плату.|материнская плата|neutral|0|материнская плата
540|Я также попробовал тачпад и сравнил его с другими нетбуками в магазине.|тачпад|neutral|0|тачпад
541|Моя любимая часть этого компьютера — наличие VGA-порта, так что я могу подключить его к большему экрану.|экран|neutral|0|экран
542|Отчасти это из-за того, что он работает на Windows Vista?|Windows Vista|neutral|0|windows vista
543|Размер: Да, 13 дюймов маловато (особенно для замены десктопа), но с внешним монитором какая разница.|внешний монитор|neutral|0|внешний монитор
544|После этого они сказали, что это покрывается гарантией.|гарантия|neutral|0|гарантия
545|Если поискать, можно найти тот же ноутбук с отсутствующими выше портами и процессором AMD или Intel с двумя ядрами.|порты|neutral|0|порты
546|Если поискать, можно найти тот же ноутбук с отсутствующими выше портами и процессором AMD или Intel с двумя ядрами.|процессор|neutral|0|процессор
547|Я купил защиту для клавиатуры, и она отлично работает :)|защита|neutral|0|защита
548|Я купил его в крупном магазине электроники и отнёс в их сервисный отдел, чтобы выяснить проблему.|сервисный отдел|neutral|0|сервисный отдел
549|Я всегда использую резервный жёсткий диск для хранения важных файлов.|жёсткий диск|neutral|0|жёсткий диск
550|Но размер экрана не так уж плох для email и веб-сёрфинга.|веб-сёрфинг|neutral|0|веб сёрфинг
551|Как только я удалил всё лишнее ПО, ноутбук стал загружаться за 15-20 секунд.|загрузка|neutral|0|загрузка
552|На моём PowerBook G4 я никогда не использовал тачпад, предпочитая внешнюю мышь, потому что мне не нравился тачпад.|внешняя мышь|neutral|0|внешняя мышь
553|"Очевидно, одна из самых важных особенностей любого компьютера — это ""человеческий интерфейс""."|особенности|neutral|0|особенности
554|"Очевидно, одна из самых важных особенностей любого компьютера — это ""человеческий интерфейс""."|человеческий интерфейс|neutral|0|человеческий интерфейс
555|С Mac вам не нужно беспокоиться об антивирусе или файрволе, это прекрасно.|антивирусе|neutral|0|антивирус
556|С Mac вам не нужно беспокоиться об антивирусе или файрволе, это прекрасно.|файрволе|neutral|0|файрвол
557|Я думаю, часть проблемы этого компьютера — Vista, хотя я знаю, что Vista не единственная проблема, потому что мой новый Acer тоже с Vista (надо было подождать несколько месяцев до следующей ОС).|операционная система|neutral|0|операционная система
558|Вентиляционные отверстия сбоку, так что охлаждающая подставка не нужна, отличная особенность!|охлаждающая подставка|neutral|0|охлаждающая подставка
559|Моя беспроводная система не распознавала Windows 7, и я не мог выйти в интернет, чтобы выяснить почему.|Windows 7|neutral|0|windows 7
560|Мне нужна мощная видеокарта для эффективной работы с Adobe Creative.|графическая мощность|neutral|0|графическая мощность
561|Мне нужна мощная видеокарта для эффективной работы с Adobe Creative.|приложения Adobe Creative|neutral|0|приложения adobe creative
562|Когда я назвал им серийный номер, первое, что мне сказали — гарантия истекла, и я могу оплатить ремонт.|гарантия|neutral|0|гарантия
563|Эта система исправлена.|система|neutral|0|система
564|Скорее всего, это из-за плохого заземления и изоляции между компонентами, и я надеюсь, что это можно исправить с помощью изолятора контура заземления, но я ожидал лучшего качества продукта за эти деньги.|изолятор контура заземления|neutral|0|изолятор контура заземления
565|У меня он около 1.5 лет, и да, у меня была проблема с ним через месяц после окончания гарантии.|гарантия|neutral|0|гарантия
566|Загружен вредоносным ПО.|вредоносное ПО|neutral|0|вредоносное по
567|Отличный ноутбук за свою цену, хорошо работает с action pack играми.|action pack игры|neutral|0|action pack игра
568|Включённые игры очень хорошие.|игры|neutral|0|игра
569|впрочем, я мог случайно выбросить один из аккумуляторов вместе с упаковкой.|аккумуляторов|neutral|0|аккумулятор
570|впрочем, я мог случайно выбросить один из аккумуляторов вместе с упаковкой.|упаковкой|neutral|0|упаковка
571|Процессор просто летает, и благодаря уникальной работе Apple OSX 16, большая часть графики обрабатывается через железо, а не через софт.|железо|neutral|0|железо
572|Процессор просто летает, и благодаря уникальной работе Apple OSX 16, большая часть графики обрабатывается через железо, а не через софт.|софт|neutral|0|софт
573|Я хотел что-то с новым процессором Intel Core и HDMI-портом, чтобы подключать его напрямую к нашему ТВ.|процессоры Intel Core|neutral|0|процессоры intel core
574|Я хотел что-то с новым процессором Intel Core и HDMI-портом, чтобы подключать его напрямую к нашему ТВ.|HDMI-порт|neutral|0|hdmi порт
575|у него 3 USB-порта, 1 кард-ридер для SD и слот для расширения SD памяти.|USB-порты|neutral|0|usb порт
576|у него 3 USB-порта, 1 кард-ридер для SD и слот для расширения SD памяти.|кард-ридер для SD|neutral|0|карда ридер для sd
577|у него 3 USB-порта, 1 кард-ридер для SD и слот для расширения SD памяти.|слот расширения SD|neutral|0|слот расширение sd
578|Я подключаю внешний диск LaCie 2Big через интерфейс FireWire 800, что удобно для Time Machine.|внешний диск LaCie 2Big|neutral|0|внешний диск lacie 2big
579|Я подключаю внешний диск LaCie 2Big через интерфейс FireWire 800, что удобно для Time Machine.|Time Machine|neutral|0|time machine
580|Обновление с Windows 7 Starter через Windows 7 Home Premium до Windows 7 Professional прошло мгновенно;|Windows 7 Starter|neutral|0|windows 7 starter
581|Обновление с Windows 7 Starter через Windows 7 Home Premium до Windows 7 Professional прошло мгновенно;|Windows 7 Home Premium|neutral|0|windows 7 home premium
582|Обновление с Windows 7 Starter через Windows 7 Home Premium до Windows 7 Professional прошло мгновенно;|Windows 7 Professional|neutral|0|windows 7 professional
583|Мои дети (и собаки) уничтожили два шнура питания, дёргая за них.|шнуры питания|neutral|0|шнуры питания
584|не использую проводной LAN, не знаю, в чём дело.|проводной LAN|neutral|0|проводной lan
585|Включена Apple Care.|Apple Care|neutral|0|apple care
586|Наконец, я должен отметить, что я взял 2GB модуль RAM из моего старого EeePC и установил его ещё до первого включения.|2GB модуль RAM|neutral|0|2gb модуль ram
587|После отправки документов по email и сообщений от получателей, что они не могут открыть документы или получают абракадабру, я сдался и потратил ещё $100 на Microsoft Word для Mac.|Microsoft Word для Mac|neutral|0|microsoft word для mac
588|Мне нравится док, куда можно просто перетащить файл на нужную программу, и программа откроет этот файл.|программа|neutral|0|программа
589|Мне нужен был драйвер для моего HP, но они отказались помочь без оплаты более $50.|драйвер|neutral|0|драйвер
590|Позвоните в техподдержку, стандартная форма по email и отправьте её нам по факсу.|техподдержку|neutral|0|техподдержка
591|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|программ|neutral|0|программа
592|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|Garageband|neutral|0|garageband
593|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|Photo Booth|neutral|0|photo booth
594|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|iPhoto|neutral|0|iphoto
595|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|iMovie|neutral|0|imovie
596|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|видеомонтажа|neutral|0|видеомонтаж
597|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|создания фильмов|neutral|0|создание фильм
598|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|управления фото|neutral|0|управление фото
599|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|музыки|neutral|0|музыка
